-0.113333333,-0.974666667,0.048666667,0.430666667,1.022666667,-0.140666667,0.983165555,1.12006576,0.119107794,0.974706794,0.05,0.436653944,1.029297495,0.145396011,0
-0.305116279,-0.900232558,0.18627907,0.378139535,2.183255814,-0.289302326,0.975880666,2.238669041,0.314221075,0.903186864,0.205590471,0.390979688,2.191329638,0.30565979,0
0.117,-0.797,0.148,0.1075,0.6165,-0.1015,0.868776351,0.649424749,0.274025546,0.831372359,0.172046505,0.155418789,0.704581436,0.158886752,0
-0.179666667,-0.952666667,0.028666667,0.089666667,0.152666667,-0.284333333,0.972805378,0.341400451,0.193244232,0.953128183,0.030983867,0.09617692,0.179369265,0.29583216,0
-0.246666667,-0.925925926,0.031851852,-0.194814815,0.004814815,-0.214814815,0.970046644,0.522629566,0.28551448,0.926230913,0.051783023,0.226650326,0.435009578,0.274590604,0
-0.270930233,-0.96,0.098837209,-0.122325581,-0.138372093,-0.077906977,1.004756992,0.236781076,0.276291891,0.962453261,0.108488559,0.149868159,0.164083076,0.087537367,0
-0.125,-0.96925,0.131,-0.331,-1.075,0.10725,1.02381466,1.154453864,0.306512642,0.982617677,0.139319776,0.33925654,1.21726127,0.187209775,0
-0.083170732,-1.007560976,-0.139756098,-0.034878049,-1.559268293,0.162439024,1.022171772,1.572998934,0.094572208,1.008032375,0.142871254,0.119194451,1.564183727,0.168812206,0
0.059722222,-0.853055556,0.188333333,0.035833333,-0.155277778,-0.0825,0.882975855,0.448676153,0.081734666,0.880553803,0.207002415,0.129174731,0.432104026,0.183128674,0
-0.352553191,-1.112978723,0.150638298,-0.018085106,0.057234043,0.089361702,1.184753659,0.350355965,0.376611431,1.121512087,0.156843871,0.2841149,0.227366982,0.156585916,0
-0.222826087,-0.927391304,0.128695652,-0.038043478,-0.177391304,0.162173913,0.965878864,0.265073621,0.239741709,0.932619033,0.134471591,0.093215505,0.196336003,0.181575233,0
-0.273488372,-1.135348837,0.100465116,-0.153023256,0.266046512,0.01372093,1.181638599,0.538441137,0.318090231,1.140208059,0.121003556,0.275301104,0.549684899,0.159030493,0
-0.09,-0.984210526,0.097631579,0.225263158,1.423947368,-0.531578947,0.99586951,1.543474976,0.116619038,0.984567765,0.098635427,0.241573787,1.447657818,0.547174561,0
-0.059473684,-0.985526316,0.152894737,0.223947368,1.683684211,-0.363157895,1.007297056,1.750012149,0.092480439,0.99169313,0.192073177,0.244125723,1.689582633,0.405190014,0
-0.274772727,-0.885,0.175454545,-0.001363636,0.024545455,0.008409091,0.946614304,0.170587487,0.289972569,0.886717645,0.177213277,0.066160961,0.162424808,0.071620845,0
-0.107708333,-1.054583333,0.143958333,-0.162291667,0.305208333,0.040625,1.131056112,0.552142508,0.37341052,1.062163672,0.158488959,0.204750865,0.540811504,0.192737948,0
-0.226296296,-0.92037037,0.073333333,0.064444444,-0.114444444,-0.087777778,0.952208447,0.185291978,0.231012265,0.920497048,0.0811035,0.088568868,0.159571185,0.103261624,0
-0.087380952,-0.999285714,0.173333333,0.106904762,-0.254761905,-0.185952381,1.027082719,0.571861403,0.115521591,1.030890738,0.202895704,0.212160092,0.608499325,0.240559863,0
-0.343225806,-0.894516129,0.077419355,-0.37,-1.807096774,0.339354839,0.962201965,1.880213485,0.343727199,0.896464381,0.087029843,0.386802442,1.813503115,0.36103793,0
-0.139487179,-1.073846154,-0.011282051,-0.162820513,-1.165897436,0.324615385,1.088593694,1.224899066,0.156827522,1.074172311,0.087530215,0.172530191,1.16799741,0.332658291,0
-0.17547619,-0.918571429,0.068095238,-0.106190476,0.018095238,-0.081904762,0.944156562,0.41719995,0.211676978,0.923252532,0.073159968,0.265186368,0.353391729,0.117817454,0
-0.112,-1.0235,0.1775,0.2625,-0.33875,-0.017,1.053025082,0.619218092,0.17625266,1.036498915,0.18257875,0.279266897,0.546042581,0.247032387,0
-0.292727273,-0.882121212,0.156060606,-0.067575758,-0.202121212,0.041818182,0.944214456,0.229010912,0.30140077,0.885545543,0.160915939,0.087611401,0.233374455,0.054550505,0
-0.076341463,-0.935609756,0.200731707,-0.072195122,0.20902439,-0.090731707,1.030492372,0.68333906,0.38570493,0.947348031,0.203691541,0.171065527,0.697058279,0.260487348,0
-0.145,-1.023214286,0.011071429,0.29,2.138928571,-0.436785714,1.037394537,2.205383817,0.161444373,1.023950682,0.061324663,0.306885274,2.140971909,0.439646774,0
-0.124,-0.966857143,0.114571429,-0.086,1.217142857,-0.272571429,0.985593626,1.253102382,0.151299136,0.967267137,0.116336949,0.10015702,1.221366916,0.28549706,0
-0.366363636,-1.181212121,0.224242424,0.136969697,0.07,0.222121212,1.272086832,0.403362258,0.413048533,1.184012183,0.231241707,0.266401383,0.204754102,0.278453522,0
-0.210243902,-0.833170732,0.133414634,0.08195122,-0.197073171,0.065365854,0.872078779,0.24008038,0.220254841,0.833406176,0.134771713,0.108200356,0.22645734,0.088538265,0
-0.32,-1.02,0,-0.33,0.28,0.29,1.069018241,0.520960651,0.32,1.02,0,0.33,0.28,0.29,0
-0.225757576,-0.971515152,0.08030303,0.083030303,-0.236666667,-0.017272727,1.002174742,0.266385165,0.233659945,0.972086167,0.082222905,0.097016087,0.27124293,0.051903173,0
-0.162,-0.92775,-0.07425,-0.436,-2.3605,0.08025,0.954500929,2.406806791,0.179248431,0.942967391,0.12264787,0.43797831,2.374727353,0.16965406,0
-0.199,-0.89925,0.13975,-0.1045,-1.11325,0.29475,0.931848651,1.160426835,0.200686322,0.900806583,0.141359471,0.124217551,1.132657274,0.304438007,0
-0.277368421,-1.149473684,0.127631579,-0.196052632,0.275526316,0.098421053,1.193111605,0.402844908,0.289418655,1.154870692,0.135714484,0.263023913,0.367369741,0.154528144,0
-0.216666667,-0.938571429,0.084047619,-0.002142857,0.047857143,-0.182380952,0.972515737,0.292867865,0.243809059,0.939001496,0.085898611,0.120148717,0.249728424,0.197146308,0
-0.093103448,-0.996206897,0.19862069,0.244137931,-0.263103448,0.023793103,1.038287575,0.459685555,0.210369134,1.038392325,0.216285252,0.319741275,0.388981872,0.20391851,0
-0.374285714,-1.105714286,0.142142857,-0.015714286,0.44,-0.012142857,1.179794408,0.47626984,0.389119886,1.107597142,0.147527237,0.069075528,0.451679406,0.150214133,0
-0.107073171,-0.947073171,0.194390244,0.432195122,2.232195122,-0.669756098,0.976498517,2.375945103,0.126539303,0.947763735,0.20335599,0.437314421,2.248673322,0.6725561,0
-0.181904762,-0.983809524,0.125714286,0.1,1.070714286,-0.253571429,1.009545087,1.114350025,0.187299099,0.984535182,0.128489392,0.166818978,1.074442269,0.258295696,0
-0.001904762,-0.877619048,0.146190476,-0.032619048,0.092619048,-0.147857143,0.896145267,0.464308811,0.087939373,0.887197299,0.156570386,0.158196683,0.41892436,0.182737126,0
-0.312195122,-0.983170732,0.160243902,-0.085609756,-0.03902439,-0.043414634,1.046190143,0.203147435,0.320723268,0.988231976,0.164724456,0.11381414,0.166894154,0.077773906,0
-0.192195122,-0.97804878,0.154878049,0.068292683,-0.045853659,0.019756098,1.057441954,0.667717392,0.375804827,0.994212521,0.159702467,0.140121898,0.640845478,0.257421549,0
-0.287804878,-1.016829268,0.086829268,0.05097561,-0.095121951,0.054634146,1.062538122,0.214345499,0.294320217,1.017194851,0.096550252,0.115431323,0.159740643,0.106450492,0
-0.106666667,-1.021111111,-0.059166667,-0.431111111,-2.235,0.166388889,1.031115889,2.284594355,0.129486164,1.021317232,0.062472216,0.445901085,2.24716488,0.167423283,0
-0.275897436,-0.890512821,0.139230769,-0.115641026,-0.314102564,0.155641026,0.947935812,0.395896402,0.291292434,0.891361678,0.145099435,0.152256531,0.338173829,0.198087005,0
-0.045,-0.940952381,0.23,-0.104047619,0.159047619,0.07547619,0.996212461,0.41194963,0.22689939,0.954475673,0.230836986,0.177113093,0.362281133,0.175329622,0
-0.253023256,-1.006511628,0.096046512,0.107674419,-0.136511628,-0.154883721,1.043706061,0.27492085,0.260901835,1.011308156,0.101443076,0.116947613,0.22017435,0.161259577,0
-0.002682927,-0.872926829,0.157073171,-0.05195122,-0.268292683,-0.129512195,0.901688157,0.504363148,0.122185385,0.897077912,0.183914084,0.177784468,0.543291684,0.215389607,0
-0.283902439,-0.962682927,0.142439024,-0.133414634,0.042926829,-0.119512195,1.015742808,0.241494942,0.287130462,0.964305639,0.148488318,0.155335985,0.150397846,0.125270439,0
-0.1825,-0.9635,0.13675,0.26425,2.28325,-0.572,0.995104346,2.38208349,0.200997512,0.967277106,0.148467168,0.333335417,2.29007478,0.589084035,0
-0.09,-0.9775,0.1925,-0.0825,-0.02,-0.0725,1.000452567,0.113093896,0.090967027,0.977535166,0.192678489,0.08336666,0.023979158,0.073314391,0
0.142926829,-0.933658537,0.236585366,0.284146341,-0.362682927,-1.096585366,0.975759483,1.193602459,0.153718146,0.934313365,0.237486842,0.291242084,0.373855979,1.098935183,0
1.026857143,-0.026,0.172857143,0.112571429,-0.204285714,-0.27,1.042486676,0.371213497,1.026951105,0.04378519,0.174691565,0.146716442,0.223191142,0.336982407,0
